Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,wholeAddressShotgun
1413067,"June 2, 2019",Kentucky,Manchester,US 421 and Clay Leslie Ind Park Rd,1,0,"US 421 and Clay Leslie Ind Park Rd, Manchester, Kentucky"
1412390,"June 2, 2019",New Jersey,Saddle River (Upper Saddle River),N/A,0,0,"N/A, Saddle River (Upper Saddle River), New Jersey"
1413612,"June 1, 2019",Missouri,Granby,Reindeer Dr,1,0,"Reindeer Dr, Granby, Missouri"
1414666,"June 1, 2019",Florida,Tallahassee,Avery Cir,0,0,"Avery Cir, Tallahassee, Florida"
1557504,"June 1, 2019",Iowa,Cedar Rapids,N/A,0,0,"N/A, Cedar Rapids, Iowa"
1518482,"May 31, 2019",Ohio,Canton,1200 block of 18th St NE,0,0,"1200 block of 18th St NE, Canton, Ohio"
1411336,"May 31, 2019",Tennessee,Nashville,N/A,0,0,"N/A, Nashville, Tennessee"
1411132,"May 30, 2019",Massachusetts,Stoneham,Main St and Montvale Ave,0,0,"Main St and Montvale Ave, Stoneham, Massachusetts"
1410229,"May 30, 2019",Indiana,Greencastle,Van Bibber Lake Estates,0,0,"Van Bibber Lake Estates, Greencastle, Indiana"
1426638,"May 30, 2019",Maryland,Finksburg,2400 block of Bollinger Mill Rd,0,0,"2400 block of Bollinger Mill Rd, Finksburg, Maryland"
1412198,"May 30, 2019",Texas,Dallas,5850 Belt Line Rd,1,0,"5850 Belt Line Rd, Dallas, Texas"
1411863,"May 29, 2019",California,San Bernardino,655 E 3rd St,0,0,"655 E 3rd St, San Bernardino, California"
1409628,"May 29, 2019",Alabama,Tuscaloosa,1350 James I Harrison Jr Pkwy,2,0,"1350 James I Harrison Jr Pkwy, Tuscaloosa, Alabama"
1409463,"May 28, 2019",Indiana,Kokomo,500 block of Essex Dr,0,0,"500 block of Essex Dr, Kokomo, Indiana"
1407519,"May 28, 2019",Ohio,Quaker City,Broadway St,0,0,"Broadway St, Quaker City, Ohio"
1408168,"May 28, 2019",Mississippi,Guntown,Co Rd 2346,0,0,"Co Rd 2346, Guntown, Mississippi"
1406188,"May 27, 2019",Georgia,Concord,349 Bates Rd,1,0,"349 Bates Rd, Concord, Georgia"
1406889,"May 27, 2019",Louisiana,Lake Charles,W Hale St,0,0,"W Hale St, Lake Charles, Louisiana"
1405923,"May 26, 2019",Pennsylvania,Upper Darby,7000 block of Radbourne Rd,1,0,"7000 block of Radbourne Rd, Upper Darby, Pennsylvania"
1409703,"May 25, 2019",Massachusetts,Fitchburg,Meadowbrook Ln,0,0,"Meadowbrook Ln, Fitchburg, Massachusetts"
1404843,"May 25, 2019",California,Valley Center,Lilac Knolls Rd,0,0,"Lilac Knolls Rd, Valley Center, California"
1415742,"May 25, 2019",New Mexico,Ruidoso,100 block of Glade St,0,1,"100 block of Glade St, Ruidoso, New Mexico"
1499069,"May 25, 2019",Wisconsin,Washington (county),N/A,1,0,"N/A, Washington (county), Wisconsin"
1405057,"May 25, 2019",California,Live Oak,11074 Meyers Road,0,1,"11074 Meyers Road, Live Oak, California"
1404236,"May 24, 2019",Texas,Lufkin,809 S Timberland Dr,0,0,"809 S Timberland Dr, Lufkin, Texas"
1407050,"May 24, 2019",California,Santa Maria (Orcutt),5001 Orcutt Rd,0,0,"5001 Orcutt Rd, Santa Maria (Orcutt), California"
1405816,"May 24, 2019",California,Redding,5200 block of Cedars Rd,0,0,"5200 block of Cedars Rd, Redding, California"
1404539,"May 24, 2019",Pennsylvania,Coraopolis,2000 block of Forest Grove Rd,0,0,"2000 block of Forest Grove Rd, Coraopolis, Pennsylvania"
1405656,"May 24, 2019",Alabama,Athens,Elk River Mills Rd,0,0,"Elk River Mills Rd, Athens, Alabama"
1421493,"May 23, 2019",Kansas,Leavenworth,N/A,0,0,"N/A, Leavenworth, Kansas"
1403471,"May 23, 2019",Nevada,Las Vegas,5300 block of Arbor Way,1,0,"5300 block of Arbor Way, Las Vegas, Nevada"
1402125,"May 22, 2019",Kentucky,London,Willie Cheek Rd,1,0,"Willie Cheek Rd, London, Kentucky"
1404120,"May 22, 2019",Arkansas,England,18609 Barnes Rd,0,0,"18609 Barnes Rd, England, Arkansas"
1402894,"May 22, 2019",Texas,Cleveland,Co Rd 2607,0,1,"Co Rd 2607, Cleveland, Texas"
1416464,"May 22, 2019",Maryland,California,N/A,0,0,"N/A, California, Maryland"
1548973,"May 22, 2019",Kentucky,Science Hill,Charter Oaks Rd,0,1,"Charter Oaks Rd, Science Hill, Kentucky"
1401648,"May 21, 2019",Maine,Auburn,185 Main St,0,0,"185 Main St, Auburn, Maine"
1400879,"May 21, 2019",Louisiana,Port Barre,100 block of Pawnee St,0,2,"100 block of Pawnee St, Port Barre, Louisiana"
1400575,"May 20, 2019",Pennsylvania,Lancaster,400 block of South Christian St,4,0,"400 block of South Christian St, Lancaster, Pennsylvania"
1400140,"May 20, 2019",Indiana,Fort Wayne,2509 Winch St,0,0,"2509 Winch St, Fort Wayne, Indiana"
1399960,"May 19, 2019",Florida,Panama City,100 block of Joy Cir,0,0,"100 block of Joy Cir, Panama City, Florida"
1400381,"May 18, 2019",New Jersey,Trenton,Hart Ave,0,1,"Hart Ave, Trenton, New Jersey"
1399814,"May 18, 2019",Minnesota,Minneapolis,1600 block of Thomas Ave N,1,0,"1600 block of Thomas Ave N, Minneapolis, Minnesota"
1451200,"May 18, 2019",Missouri,Diamond,Route J,0,0,"Route J, Diamond, Missouri"
1400626,"May 18, 2019",Utah,Ogden,425 Park Blvd,0,0,"425 Park Blvd, Ogden, Utah"
1398192,"May 17, 2019",Massachusetts,Boston,Warren St and Crawford St,0,0,"Warren St and Crawford St, Boston, Massachusetts"
2011251,"May 17, 2019",Illinois,Galesburg,Iowa Ct,0,0,"Iowa Ct, Galesburg, Illinois"
1400107,"May 17, 2019",Indiana,Indianapolis,500 block of Woodruff Pl E Dr,0,0,"500 block of Woodruff Pl E Dr, Indianapolis, Indiana"
1399892,"May 17, 2019",West Virginia,Logan,N/A,1,0,"N/A, Logan, West Virginia"
1397223,"May 16, 2019",Oklahoma,Tulsa,2200 block of N Toledo Pl,0,0,"2200 block of N Toledo Pl, Tulsa, Oklahoma"
1397003,"May 16, 2019",Delaware,Bear,700 block of Pulaski Hwy,0,0,"700 block of Pulaski Hwy, Bear, Delaware"
1399803,"May 15, 2019",Pennsylvania,New Castle,1337 Patterson Rd,0,0,"1337 Patterson Rd, New Castle, Pennsylvania"
1397199,"May 15, 2019",Missouri,Ionia,N/A,0,1,"N/A, Ionia, Missouri"
1397497,"May 15, 2019",Alaska,Togiak,N/A,0,0,"N/A, Togiak, Alaska"
1398074,"May 14, 2019",Texas,Hondo,1300 block of Ave D,1,0,"1300 block of Ave D, Hondo, Texas"
1401189,"May 14, 2019",North Carolina,High Point,2000 N Main St,0,0,"2000 N Main St, High Point, North Carolina"
1397133,"May 14, 2019",Connecticut,Torrington,211 High St,0,0,"211 High St, Torrington, Connecticut"
1395366,"May 13, 2019",Kentucky,Hopkinsville,Skyline Dr,0,0,"Skyline Dr, Hopkinsville, Kentucky"
1394898,"May 13, 2019",North Carolina,Greenville,Whitehurst Lane,0,1,"Whitehurst Lane, Greenville, North Carolina"
1398174,"May 13, 2019",Arkansas,Mountain Home,Co Rd 643,0,0,"Co Rd 643, Mountain Home, Arkansas"
1394509,"May 13, 2019",Oklahoma,Mustang,1200 W Westchester Way,1,0,"1200 W Westchester Way, Mustang, Oklahoma"
1393856,"May 13, 2019",New Mexico,Las Cruces,4200 block of Independence Loop,3,0,"4200 block of Independence Loop, Las Cruces, New Mexico"
1397453,"May 13, 2019",Louisiana,Baton Rouge,Labelle Ave,0,0,"Labelle Ave, Baton Rouge, Louisiana"
1393120,"May 12, 2019",Georgia,Stone Mountain,6200 block of E Ponce de Leon Ave,0,0,"6200 block of E Ponce de Leon Ave, Stone Mountain, Georgia"
1394554,"May 12, 2019",Kansas,Salina,600 block of N 10th St,0,0,"600 block of N 10th St, Salina, Kansas"
1393178,"May 11, 2019",Maine,York,Mill Ln,1,0,"Mill Ln, York, Maine"
1392923,"May 11, 2019",Pennsylvania,Effort,Toll Rd and Bayberry Rd,4,0,"Toll Rd and Bayberry Rd, Effort, Pennsylvania"
1395461,"May 11, 2019",Washington,Spokane,N Market St,0,0,"N Market St, Spokane, Washington"
1392111,"May 10, 2019",Ohio,Cleves,Laurelwood Dr,0,0,"Laurelwood Dr, Cleves, Ohio"
1431628,"May 10, 2019",South Carolina,Port Royal,2208 Southside Blvd,1,0,"2208 Southside Blvd, Port Royal, South Carolina"
1392583,"May 10, 2019",California,Fresno,1725 S. 2nd St,0,1,"1725 S. 2nd St, Fresno, California"
1391815,"May 9, 2019",California,Montebello,Victoria Ave and 2nd St,0,0,"Victoria Ave and 2nd St, Montebello, California"
1488493,"May 9, 2019",Virginia,Louisa,N/A,0,0,"N/A, Louisa, Virginia"
1408707,"May 9, 2019",Utah,Saint George (St George),3424 S River Road,0,1,"3424 S River Road, Saint George (St George), Utah"
1390995,"May 9, 2019",Kansas,Topeka,4500 block of SE 25th St,0,0,"4500 block of SE 25th St, Topeka, Kansas"
1392828,"May 9, 2019",Vermont,Townshend,VT 30,0,0,"VT 30, Townshend, Vermont"
1392992,"May 9, 2019",Nebraska,Lincoln,1016 F St,0,0,"1016 F St, Lincoln, Nebraska"
1390750,"May 8, 2019",Florida,Fort Walton Beach,Beal Pkwy,0,0,"Beal Pkwy, Fort Walton Beach, Florida"
1391164,"May 7, 2019",Alabama,Gadsden (Southside),Vista Trail,0,0,"Vista Trail, Gadsden (Southside), Alabama"
1389890,"May 7, 2019",Missouri,Lees Summit,100 block of NW Chipman Rd,1,0,"100 block of NW Chipman Rd, Lees Summit, Missouri"
1390074,"May 7, 2019",Florida,Orlando,211 N Parramore Ave,1,0,"211 N Parramore Ave, Orlando, Florida"
1390603,"May 7, 2019",Minnesota,Minneapolis,2200 block of E 40th St,0,0,"2200 block of E 40th St, Minneapolis, Minnesota"
1389667,"May 6, 2019",Massachusetts,Holyoke,229 Whiting Farms Rd,0,0,"229 Whiting Farms Rd, Holyoke, Massachusetts"
1532995,"May 6, 2019",Maryland,Lusby,H G Trueman Rd,0,0,"H G Trueman Rd, Lusby, Maryland"
1390753,"May 6, 2019",Florida,Bunnell,Avocado Blvd,0,0,"Avocado Blvd, Bunnell, Florida"
1389876,"May 5, 2019",Vermont,White River Junction,4536  Quechee W Hartford Rd,0,0,"4536  Quechee W Hartford Rd, White River Junction, Vermont"
1391964,"May 5, 2019",Arizona,Safford,8th Ave and 13th St,0,0,"8th Ave and 13th St, Safford, Arizona"
1388390,"May 4, 2019",North Carolina,Lenoir,2600 block of Spears Rd,1,0,"2600 block of Spears Rd, Lenoir, North Carolina"
1386516,"May 4, 2019",Missouri,Vanzant,MO-95 and MO-76,0,0,"MO-95 and MO-76, Vanzant, Missouri"
1387511,"May 4, 2019",Connecticut,Southington,Long Ln,0,0,"Long Ln, Southington, Connecticut"
1389942,"May 4, 2019",Rhode Island,Providence,Smith St,0,0,"Smith St, Providence, Rhode Island"
1386681,"May 3, 2019",Michigan,Detroit,1000 block of W Grand Blvd,1,0,"1000 block of W Grand Blvd, Detroit, Michigan"
1397914,"May 3, 2019",New York,Greene (Smithville),136 Water St,0,1,"136 Water St, Greene (Smithville), New York"
1385636,"May 3, 2019",Indiana,Indianapolis,50 block of N High School Rd,0,0,"50 block of N High School Rd, Indianapolis, Indiana"
1388883,"May 3, 2019",South Carolina,Cordova,Blewer Rd,0,0,"Blewer Rd, Cordova, South Carolina"
1388837,"May 3, 2019",South Carolina,Aiken,Interlachen Ct SW,0,0,"Interlachen Ct SW, Aiken, South Carolina"
1386182,"May 2, 2019",Texas,Paris,1000 block of E Washington St,0,0,"1000 block of E Washington St, Paris, Texas"
1385355,"May 2, 2019",Louisiana,Chauvin,211 Sunny Acres St,0,0,"211 Sunny Acres St, Chauvin, Louisiana"
1385342,"May 2, 2019",New York,Windsor,118 Main St,0,0,"118 Main St, Windsor, New York"
1385272,"May 2, 2019",Alabama,Athens,15506 Clodessa Dr,0,0,"15506 Clodessa Dr, Athens, Alabama"
1384832,"May 2, 2019",Indiana,Owensburg,7251 E State Rd 58,0,1,"7251 E State Rd 58, Owensburg, Indiana"
1385360,"May 2, 2019",District of Columbia,Washington,300 block of 37th St SE,1,0,"300 block of 37th St SE, Washington, District of Columbia"
1386889,"May 2, 2019",California,Oxnard,3500 block of Schooner Walk,0,0,"3500 block of Schooner Walk, Oxnard, California"
1384447,"May 1, 2019",North Carolina,Elon,50 Campus Dr,0,0,"50 Campus Dr, Elon, North Carolina"
1385357,"May 1, 2019",Nebraska,Lincoln,E St and Goodhue Blvd,0,0,"E St and Goodhue Blvd, Lincoln, Nebraska"
1384465,"May 1, 2019",New York,Palmyra,N/A,0,0,"N/A, Palmyra, New York"
1385398,"April 30, 2019",New York,Tonawanda,59 Dumas Pl,0,1,"59 Dumas Pl, Tonawanda, New York"
1385310,"April 29, 2019",Louisiana,New Orleans,1200 block of Michael St,0,0,"1200 block of Michael St, New Orleans, Louisiana"
1383388,"April 29, 2019",Illinois,Rockford,3400 block of Constance Dr,0,0,"3400 block of Constance Dr, Rockford, Illinois"
1383362,"April 29, 2019",Florida,Pensacola,6th Ave and De Soto St,1,0,"6th Ave and De Soto St, Pensacola, Florida"
1383119,"April 28, 2019",Oregon,Portland,NE Broadway,0,0,"NE Broadway, Portland, Oregon"
1478256,"April 28, 2019",Missouri,Joplin,Roosevelt Ave and W 9th St,0,0,"Roosevelt Ave and W 9th St, Joplin, Missouri"
1383209,"April 28, 2019",Oklahoma,Beggs,N 226 Rd,0,0,"N 226 Rd, Beggs, Oklahoma"
1383241,"April 28, 2019",New Mexico,Santa Fe,1896 Lorca Dr,0,1,"1896 Lorca Dr, Santa Fe, New Mexico"
1382392,"April 27, 2019",New York,Jamestown,Partridge St,0,0,"Partridge St, Jamestown, New York"
1383843,"April 27, 2019",Arkansas,Hot Springs National Park (Hot Springs),400 block of Oakwood St,0,0,"400 block of Oakwood St, Hot Springs National Park (Hot Springs), Arkansas"
1383820,"April 27, 2019",North Dakota,Minot,N/A,0,0,"N/A, Minot, North Dakota"
1381613,"April 27, 2019",Massachusetts,Great Barrington,Monument Valley Rd,0,1,"Monument Valley Rd, Great Barrington, Massachusetts"
1456406,"April 27, 2019",Illinois,Chicago,11200 block of S Homewood Ave,0,1,"11200 block of S Homewood Ave, Chicago, Illinois"
1381154,"April 26, 2019",Texas,San Antonio,7800 block of Lanerose Place,0,0,"7800 block of Lanerose Place, San Antonio, Texas"
1380417,"April 25, 2019",Louisiana,Eunice,Townhome Dr,0,0,"Townhome Dr, Eunice, Louisiana"
1379854,"April 25, 2019",Maryland,North East,50 block of Merganser Ct,1,0,"50 block of Merganser Ct, North East, Maryland"
1380335,"April 25, 2019",Arizona,Glendale,N 75th Ave and W Glendale Ave,1,0,"N 75th Ave and W Glendale Ave, Glendale, Arizona"
1380532,"April 25, 2019",Ohio,Solon,Glenallen Ave,0,0,"Glenallen Ave, Solon, Ohio"
1381097,"April 25, 2019",North Carolina,Apex,3000 block of White Cloud Cir,0,0,"3000 block of White Cloud Cir, Apex, North Carolina"
1380020,"April 25, 2019",Pennsylvania,Scranton,300 block of Mifflin Ave,1,0,"300 block of Mifflin Ave, Scranton, Pennsylvania"
1379664,"April 24, 2019",Oklahoma,Tulsa,2202 S Phoenix Ave,0,1,"2202 S Phoenix Ave, Tulsa, Oklahoma"
1404152,"April 24, 2019",Arkansas,Mountain Home,N/A,0,0,"N/A, Mountain Home, Arkansas"
1379196,"April 24, 2019",Florida,Tampa (Town N Country),7000 block of Lawnview Ct,0,0,"7000 block of Lawnview Ct, Tampa (Town N Country), Florida"
1379765,"April 24, 2019",Oregon,Portland (Tigard),10500 SW Nimbus Ave,1,0,"10500 SW Nimbus Ave, Portland (Tigard), Oregon"
1380232,"April 24, 2019",North Carolina,Lumberton,2309 US 74 W,0,1,"2309 US 74 W, Lumberton, North Carolina"
2314248,"April 24, 2019",Arizona,Tuba City,N/A,0,1,"N/A, Tuba City, Arizona"
1381381,"April 24, 2019",South Carolina,Lancaster (county),N/A,1,0,"N/A, Lancaster (county), South Carolina"
1381684,"April 24, 2019",Massachusetts,Burlington,Cambridge St,0,0,"Cambridge St, Burlington, Massachusetts"
1379334,"April 23, 2019",New York,Saugerties,Washington Ave Ext,0,0,"Washington Ave Ext, Saugerties, New York"
1378664,"April 23, 2019",Maryland,Gwynn Oak (Woodlawn),1900 block of Kernan Dr,1,0,"1900 block of Kernan Dr, Gwynn Oak (Woodlawn), Maryland"
1381166,"April 23, 2019",Montana,Missoula,114 S 6th St W,0,0,"114 S 6th St W, Missoula, Montana"
1378800,"April 22, 2019",Massachusetts,Boston,6 Michigan Ave,0,0,"6 Michigan Ave, Boston, Massachusetts"
1377962,"April 22, 2019",Texas,Fort Worth (Watauga),6500 block of Wooddale Dr,0,1,"6500 block of Wooddale Dr, Fort Worth (Watauga), Texas"
1377909,"April 22, 2019",Ohio,Williamsburg,3100 block of Twin Bridges Rd,2,0,"3100 block of Twin Bridges Rd, Williamsburg, Ohio"
1378643,"April 22, 2019",Tennessee,Decherd,200 block of College St,0,1,"200 block of College St, Decherd, Tennessee"
1376607,"April 20, 2019",New Mexico,Los Lunas,279 El Cerro Loop,0,3,"279 El Cerro Loop, Los Lunas, New Mexico"
1377231,"April 20, 2019",Georgia,Athens,1249 Hull Rd,0,0,"1249 Hull Rd, Athens, Georgia"
1376484,"April 19, 2019",Alabama,Cottonwood,Co Rd 81,0,1,"Co Rd 81, Cottonwood, Alabama"
1376350,"April 17, 2019",Kentucky,Scottsville,Old Hartsville Rd,0,0,"Old Hartsville Rd, Scottsville, Kentucky"
1373946,"April 17, 2019",Colorado,Evergreen,12999 Squaw Pass Rd,0,0,"12999 Squaw Pass Rd, Evergreen, Colorado"
1375184,"April 17, 2019",Tennessee,Mountain City,Pine Mountain Rd,1,0,"Pine Mountain Rd, Mountain City, Tennessee"
1373094,"April 16, 2019",Arkansas,Fort Smith,700 block of Cavanaugh Rd,0,0,"700 block of Cavanaugh Rd, Fort Smith, Arkansas"
1373283,"April 16, 2019",California,Pacoima,13100 block of Hoyt St,0,0,"13100 block of Hoyt St, Pacoima, California"
1407628,"April 16, 2019",Pennsylvania,Williamsburg,142 Long Rd,0,0,"142 Long Rd, Williamsburg, Pennsylvania"
1379112,"April 16, 2019",Maryland,Elkton,2900 block of Old Elk Neck Rd,0,0,"2900 block of Old Elk Neck Rd, Elkton, Maryland"
1374416,"April 16, 2019",Michigan,Jackson,438 Barrett Ave,1,0,"438 Barrett Ave, Jackson, Michigan"
1373062,"April 15, 2019",Washington,Olalla,7000 block of Willock Rd,0,0,"7000 block of Willock Rd, Olalla, Washington"
1372935,"April 15, 2019",Indiana,Evansville,Hillcrest Terrace,0,0,"Hillcrest Terrace, Evansville, Indiana"
1374185,"April 15, 2019",Kentucky,Big Clifty,1st St,0,0,"1st St, Big Clifty, Kentucky"
1371814,"April 14, 2019",New Hampshire,Newport,147 Laurel St,1,0,"147 Laurel St, Newport, New Hampshire"
1373089,"April 14, 2019",Washington,Graham,7900 block of 262nd St E,0,0,"7900 block of 262nd St E, Graham, Washington"
1372420,"April 14, 2019",Wisconsin,Appleton,4300 W Edgewood Dr,0,2,"4300 W Edgewood Dr, Appleton, Wisconsin"
1370984,"April 14, 2019",California,Los Angeles,7th St and Hope St,0,0,"7th St and Hope St, Los Angeles, California"
1371552,"April 14, 2019",Utah,Clearfield,300 N and State St,0,0,"300 N and State St, Clearfield, Utah"
1380029,"April 13, 2019",Missouri,Carl Junction,29270 Hunter Rd,0,0,"29270 Hunter Rd, Carl Junction, Missouri"
1370838,"April 13, 2019",South Carolina,Lexington,100 block of Mooring Ln,0,0,"100 block of Mooring Ln, Lexington, South Carolina"
1370222,"April 12, 2019",Oklahoma,Mcalester,Daisy Rd,0,0,"Daisy Rd, Mcalester, Oklahoma"
1370890,"April 12, 2019",Colorado,Coal Creek,Signal Rock Rd,0,0,"Signal Rock Rd, Coal Creek, Colorado"
1370673,"April 12, 2019",New York,Johnson City,Farr Ave,0,0,"Farr Ave, Johnson City, New York"
1369120,"April 11, 2019",Texas,Canutillo,6700 block of Third St,0,0,"6700 block of Third St, Canutillo, Texas"
1369803,"April 10, 2019",Wisconsin,Clear Creek,E10691 Co Rd V,0,0,"E10691 Co Rd V, Clear Creek, Wisconsin"
1368687,"April 10, 2019",Florida,The Villages,1949 Palo Alto Ave,0,0,"1949 Palo Alto Ave, The Villages, Florida"
1368590,"April 10, 2019",Illinois,Quincy,300 Gardner Expy,0,0,"300 Gardner Expy, Quincy, Illinois"
1377881,"April 9, 2019",Tennessee,Nashville,Murfreesboro Pike,0,0,"Murfreesboro Pike, Nashville, Tennessee"
1367185,"April 9, 2019",Ohio,Youngstown,135 Tod Ln,0,1,"135 Tod Ln, Youngstown, Ohio"
1367472,"April 9, 2019",Ohio,Youngstown,600 block of Kendis Cir,1,0,"600 block of Kendis Cir, Youngstown, Ohio"
1366927,"April 8, 2019",Alabama,Elmore,2690 Marion Spillway Rd,0,0,"2690 Marion Spillway Rd, Elmore, Alabama"
1369295,"April 8, 2019",Florida,Fort White,Old Spanish Rd,0,1,"Old Spanish Rd, Fort White, Florida"
1436313,"April 8, 2019",Tennessee,Paris,Reynoldsburg Road,0,0,"Reynoldsburg Road, Paris, Tennessee"
1366380,"April 8, 2019",West Virginia,North Matewan,N/A,0,0,"N/A, North Matewan, West Virginia"
1366372,"April 8, 2019",Mississippi,Saltillo,Co Rd 251,0,0,"Co Rd 251, Saltillo, Mississippi"
1365915,"April 8, 2019",Utah,Salt Lake City,3339 S State St,0,0,"3339 S State St, Salt Lake City, Utah"
1365375,"April 7, 2019",New York,Niagara Falls,1349 Linwood Ave,2,0,"1349 Linwood Ave, Niagara Falls, New York"
1365280,"April 7, 2019",California,Hawthorne,12501 Hawthorne Blvd,0,1,"12501 Hawthorne Blvd, Hawthorne, California"
1367365,"April 7, 2019",Minnesota,Bemidji,Eighth St NW and Park Ave,1,0,"Eighth St NW and Park Ave, Bemidji, Minnesota"
1365170,"April 7, 2019",Washington,Richland,1916 Jadwin Ave,0,0,"1916 Jadwin Ave, Richland, Washington"
1364927,"April 7, 2019",Missouri,Saint Louis,900 block of Laurel St,0,0,"900 block of Laurel St, Saint Louis, Missouri"
1369685,"April 7, 2019",New Mexico,Portales,400 block of N Ave B,0,1,"400 block of N Ave B, Portales, New Mexico"
1368967,"April 6, 2019",California,Merced,1400 block of Stretch Rd,0,0,"1400 block of Stretch Rd, Merced, California"
1364961,"April 6, 2019",Oklahoma,Tulsa,8200 block of E 60th St,0,0,"8200 block of E 60th St, Tulsa, Oklahoma"
1366438,"April 6, 2019",Kentucky,Louisville,12th St and Hill St,0,0,"12th St and Hill St, Louisville, Kentucky"
1365067,"April 6, 2019",Tennessee,Memphis,3573 Sharpe Ave,0,1,"3573 Sharpe Ave, Memphis, Tennessee"
1364741,"April 6, 2019",Connecticut,Hartford,207 Brainard Rd,0,0,"207 Brainard Rd, Hartford, Connecticut"
1363602,"April 5, 2019",New York,Farmingville,Horizon View Dr,0,0,"Horizon View Dr, Farmingville, New York"
1364476,"April 5, 2019",Tennessee,Cosby,4544 Hooper Hwy,0,1,"4544 Hooper Hwy, Cosby, Tennessee"
1364190,"April 4, 2019",Texas,Tyler,13100 block of FM 850,0,1,"13100 block of FM 850, Tyler, Texas"
1363139,"April 3, 2019",Florida,Fellsmere,12945 100th Ln,0,0,"12945 100th Ln, Fellsmere, Florida"
1367042,"April 3, 2019",Arkansas,Strong,Pine St,0,0,"Pine St, Strong, Arkansas"
1362557,"April 2, 2019",Missouri,Fulton,County Road 136,0,1,"County Road 136, Fulton, Missouri"
1363046,"April 2, 2019",New Jersey,Jackson,528 Cerrina Rd,0,0,"528 Cerrina Rd, Jackson, New Jersey"
1362947,"April 1, 2019",South Carolina,Gaffney,100 Killion Dr,0,0,"100 Killion Dr, Gaffney, South Carolina"
1518650,"April 1, 2019",Massachusetts,Franklin,490 W Central St,0,0,"490 W Central St, Franklin, Massachusetts"
1366568,"April 1, 2019",Maryland,Lexington Park,Stoney Brook Dr,0,0,"Stoney Brook Dr, Lexington Park, Maryland"
1360797,"April 1, 2019",Pennsylvania,Clairton,800 block of Horton St,0,0,"800 block of Horton St, Clairton, Pennsylvania"
1366452,"April 1, 2019",New Hampshire,Somersworth,64 Union St,0,0,"64 Union St, Somersworth, New Hampshire"
1361098,"March 31, 2019",Texas,Killeen,2700 block of Hector Dr,0,0,"2700 block of Hector Dr, Killeen, Texas"
1368781,"March 31, 2019",Rhode Island,Westerly,N/A,0,0,"N/A, Westerly, Rhode Island"
1364188,"March 30, 2019",New York,Rochester (Greece),Third Ave,0,0,"Third Ave, Rochester (Greece), New York"
1359253,"March 30, 2019",Mississippi,Pelahatchie,3 J Burnham Rd,0,1,"3 J Burnham Rd, Pelahatchie, Mississippi"
1387073,"March 30, 2019",Illinois,Romeoville,1700 block of Sierra Trail,0,1,"1700 block of Sierra Trail, Romeoville, Illinois"
1358054,"March 27, 2019",Texas,Whiteface,N/A,0,0,"N/A, Whiteface, Texas"
1359297,"March 27, 2019",California,Santa Barbara,4500 block of Oak Glen Dr,0,0,"4500 block of Oak Glen Dr, Santa Barbara, California"
1356985,"March 27, 2019",Missouri,Potosi,MO-21 and Danville Rd,0,0,"MO-21 and Danville Rd, Potosi, Missouri"
1355645,"March 26, 2019",Iowa,Waterloo,65 Conger St,0,0,"65 Conger St, Waterloo, Iowa"
1364920,"March 26, 2019",Missouri,Potosi,Villa Rd,0,0,"Villa Rd, Potosi, Missouri"
1356371,"March 26, 2019",New Jersey,Newark,305 Roseville Ave,0,0,"305 Roseville Ave, Newark, New Jersey"
1373220,"March 25, 2019",Pennsylvania,Upper Darby,36 N Harwood Ave,0,0,"36 N Harwood Ave, Upper Darby, Pennsylvania"
1358471,"March 25, 2019",North Carolina,Stokes,3200 block of NC 30,0,0,"3200 block of NC 30, Stokes, North Carolina"
1358213,"March 25, 2019",Nebraska,Lincoln,8007 Medicine Hat Rd,0,0,"8007 Medicine Hat Rd, Lincoln, Nebraska"
1355032,"March 24, 2019",Texas,Waco,9100 block of Gholson Rd,0,0,"9100 block of Gholson Rd, Waco, Texas"
1355827,"March 24, 2019",North Carolina,Greenville,2200 Bellamy Dr,0,0,"2200 Bellamy Dr, Greenville, North Carolina"
1361105,"March 24, 2019",Washington,Bellingham,200 block of W Holly St,0,0,"200 block of W Holly St, Bellingham, Washington"
1355834,"March 24, 2019",Oklahoma,Mcalester,N/A,1,0,"N/A, Mcalester, Oklahoma"
1353866,"March 23, 2019",Nebraska,Douglas,1st St and Otoe St,0,2,"1st St and Otoe St, Douglas, Nebraska"
1353822,"March 23, 2019",Colorado,Grand Junction,2900 block of Bunting Ave,0,0,"2900 block of Bunting Ave, Grand Junction, Colorado"
1353680,"March 23, 2019",Oklahoma,Tulsa,4808 S Elwood Ave,0,1,"4808 S Elwood Ave, Tulsa, Oklahoma"
1353890,"March 23, 2019",Nebraska,Lincoln,7300 Adams St,0,0,"7300 Adams St, Lincoln, Nebraska"
1354216,"March 22, 2019",Massachusetts,Springfield,109 Oakland St,0,0,"109 Oakland St, Springfield, Massachusetts"
1355042,"March 22, 2019",Illinois,East Saint Louis,5841 Bunkum Rd,0,0,"5841 Bunkum Rd, East Saint Louis, Illinois"
1352268,"March 21, 2019",Ohio,Greenville,400 block of Central Ave,1,0,"400 block of Central Ave, Greenville, Ohio"
1353142,"March 21, 2019",Texas,Lubbock,33rd St and Avenue N,0,0,"33rd St and Avenue N, Lubbock, Texas"
