Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,wholeAddressShotgun
1294788,"January 6, 2019",California,Stockton,200 block of W Fifth St,0,0,"200 block of W Fifth St, Stockton, California"
1296525,"January 6, 2019",Tennessee,Memphis,N/A,0,0,"N/A, Memphis, Tennessee"
1297425,"January 6, 2019",Nebraska,Lincoln,627 N 66th St,0,0,"627 N 66th St, Lincoln, Nebraska"
1294436,"January 6, 2019",Alaska,Manokotak,N/A,0,0,"N/A, Manokotak, Alaska"
1293377,"January 5, 2019",Washington,Edmonds,300 Admiral Way,1,0,"300 Admiral Way, Edmonds, Washington"
1293938,"January 5, 2019",Colorado,Collbran,513 Glenarm Ave,0,1,"513 Glenarm Ave, Collbran, Colorado"
1296397,"January 5, 2019",Ohio,Cleveland,Nelson Ave and E 93rd St,0,0,"Nelson Ave and E 93rd St, Cleveland, Ohio"
1293268,"January 4, 2019",Texas,San Antonio,2250 block of WW White Rd,1,0,"2250 block of WW White Rd, San Antonio, Texas"
1292760,"January 4, 2019",Arkansas,Heber Springs,922 S 9th St,0,0,"922 S 9th St, Heber Springs, Arkansas"
1293380,"January 4, 2019",Kansas,Topeka,SW Moundview Dr and SW 21st St,0,0,"SW Moundview Dr and SW 21st St, Topeka, Kansas"
1292475,"January 4, 2019",Nebraska,Gering,1955 1/2 3rd St,1,0,"1955 1/2 3rd St, Gering, Nebraska"
1293011,"January 4, 2019",California,Riverside (Jurupa Valley),Smith Ave and 65th St,0,1,"Smith Ave and 65th St, Riverside (Jurupa Valley), California"
1292511,"January 3, 2019",Florida,Fort Walton Beach,Kettering Ct,0,0,"Kettering Ct, Fort Walton Beach, Florida"
1293186,"January 2, 2019",Indiana,Milford,4569 W 1000 N,0,0,"4569 W 1000 N, Milford, Indiana"
1290306,"January 1, 2019",Minnesota,Saint Paul (White Bear Lake),5400 block of Centerville Rd,0,1,"5400 block of Centerville Rd, Saint Paul (White Bear Lake), Minnesota"
1373725,"January 1, 2019",Florida,Fort Walton Beach,1600 block of Campbell Dr,0,0,"1600 block of Campbell Dr, Fort Walton Beach, Florida"
1293020,"January 1, 2019",Oregon,Malheur (county),N/A,1,0,"N/A, Malheur (county), Oregon"
1291021,"January 1, 2019",Ohio,Toledo,1100 block of Eastgate Rd,0,0,"1100 block of Eastgate Rd, Toledo, Ohio"
1290779,"January 1, 2019",Louisiana,Kenner,3100 block of Bainbridge St,0,0,"3100 block of Bainbridge St, Kenner, Louisiana"
1291074,"January 1, 2019",Georgia,Crawfordville,Sparta Rd SE and Carters Ford Rd SE,0,1,"Sparta Rd SE and Carters Ford Rd SE, Crawfordville, Georgia"
